real,pre
72.4,65.24999454557815
73.2,65.24999454557815
73.2,65.24999454557815
73.0,65.24999454557815
73.0,65.24999454557815
70.3,65.24999454557815
63.8,65.24999454557815
72.1,65.24999454557815
72.4,65.24999454557815
74.0,65.24999454557815
75.1,65.24999454557815
73.2,65.24999454557815
72.2,65.24999454557815
74.1,65.24999454557815
71.4,64.45605729745247
70.2,64.45605729745247
70.5,62.34312006289229
71.0,62.34312006289229
69.8,62.34312006289229
70.4,61.966255329690874
67.8,61.966255329690874
68.3,61.966255329690874
70.9,62.15599272929108
65.6,65.61441629639775
66.5,65.61441629639775
63.2,62.71221789420938
66.0,64.92890394107697
61.6,61.74362318220263
61.8,61.74362318220263
67.7,65.05764393613285
59.5,64.0032294811455
65.0,64.0032294811455
64.2,68.01720185439721
62.9,68.16741898071437
62.6,68.16741898071437
62.0,64.2370517165823
65.5,68.09078139680705
64.1,68.09078139680705
63.5,63.97604983183953
59.8,63.97604983183953
62.8,67.47616215759258
66.0,64.65922444256019
66.6,68.51739813360163
68.3,73.9808996518608
66.1,70.64694883001386
67.1,70.64694883001386
63.7,70.64694883001386
68.4,74.2156595665334
68.2,70.86245847866884
66.2,70.86245847866884
67.0,70.86245847866884
68.7,70.99261546618008
67.9,74.3439636955724
69.0,71.20640751927735
67.3,71.20640751927735
68.0,75.08469339604221
68.9,71.63978039020024
67.5,71.63978039020024
69.1,74.60871992920892
68.0,71.3868090000102
69.8,71.3868090000102
70.1,75.24386860509672
69.1,75.24386860509672
70.7,71.07009035816246
69.8,71.07009035816246
70.5,71.07009035816246
68.4,75.74580975976569
69.4,75.89965367824006
68.3,76.279720620263
68.7,76.13935177764377
68.9,76.13935177764377
69.6,71.96822211248566
69.9,71.96822211248566
68.8,75.97356995258397
69.0,75.97356995258397
66.8,72.1401457527663
68.7,72.1401457527663
68.0,75.8084396491411
64.8,75.8084396491411
63.7,66.20477262032294
62.3,66.20477262032294
62.3,69.48045397391382
63.7,69.48045397391382
65.1,67.09703477104279
64.1,67.09703477104279
66.6,67.09703477104279
64.2,67.09703477104279
65.6,70.31425501258754
64.4,66.61863812517456
65.3,65.58191745438825
64.3,65.58191745438825
64.4,65.14147324217711
66.2,65.14147324217711
67.2,66.20822162159978
66.6,66.66789186122502
69.0,71.1917490191793
67.9,71.1917490191793
67.5,72.22622235032009
69.6,72.0522029909157
68.7,72.0522029909157
68.9,72.0522029909157
68.9,70.5342700466721
68.9,72.2216771155544
69.1,70.89595581486044
69.5,72.67787035596743
69.5,71.23301621945198
69.7,74.5432966134723
71.3,76.17567979573296
69.8,76.17567979573296
70.7,73.85320481532078
70.9,76.60965003137308
71.2,76.60965003137308
72.2,76.60965003137308
71.6,76.76818688928408
71.8,76.74181621328113
72.2,75.14713789176325
69.9,77.20426418648398
71.9,77.20426418648398
72.8,74.03997422705804
74.5,74.03997422705804
72.6,74.24234300705669
72.9,74.37963805388213
72.4,77.45835170903207
73.9,76.039323701224
73.7,78.48903453699988
71.4,78.48903453699988
74.0,74.57888658533417
74.5,74.57888658533417
72.5,74.57888658533417
73.3,74.57888658533417
72.9,74.4983543503175
71.4,74.8096794919185
69.4,78.49850365412445
70.3,78.49850365412445
72.8,74.00857984519654
71.6,74.00857984519654
72.1,74.00857984519654
73.1,77.48081350914637
73.0,77.48081350914637
70.6,75.15408475272437
69.4,76.60642859268658
67.1,73.39935062010667
63.4,73.39935062010667
64.6,73.17331849241387
66.0,73.17331849241387
68.5,70.08523581615368
67.2,71.20531085514422
67.8,68.58062465361735
68.2,68.58062465361735
66.5,68.58062465361735
66.2,68.58062465361735
64.5,72.69261759143654
66.6,72.69261759143654
64.6,72.69261759143654
67.3,69.13032740244635
70.2,69.13032740244635
70.2,71.25316451953435
68.3,70.25744788182224
68.4,71.85049106180176
68.1,70.4232979586032
67.2,70.4232979586032
68.1,73.88962723986941
68.9,73.88962723986941
68.7,73.88962723986941
68.0,70.36226940514976
67.0,70.36226940514976
69.0,73.68360771539929
67.5,73.68360771539929
68.4,71.66860271543914
67.2,73.79141879660668
65.7,73.79141879660668
66.8,73.79141879660668
66.2,71.65582078624497
67.7,72.4896675701685
67.3,70.16139963716137
65.1,70.16139963716137
66.8,70.16139963716137
67.2,72.2731679399627
67.3,70.01189312970892
65.2,70.01189312970892
65.5,70.01189312970892
67.3,70.01189312970892
67.8,72.51190368062052
66.6,69.4649230685867
69.0,71.25939139285454
70.2,71.25939139285454
71.1,71.25939139285454
69.2,71.25939139285454
71.1,69.74606339890445
70.7,71.79993972707665
70.2,71.79993972707665
71.4,72.27506223151006
72.5,75.05489980516086
70.2,74.00328095047155
70.3,74.36637314871294
70.4,74.36637314871294
69.9,74.36637314871294
70.7,71.61687662698223
67.4,74.32382328852331
66.2,74.32382328852331
67.8,74.32382328852331
67.9,74.32382328852331
70.9,74.32382328852331
70.8,74.3038350946958
70.7,72.01592238757691
70.0,73.6320541352281
70.7,73.6320541352281
70.3,71.67051635296485
70.2,72.83267300722676
71.5,72.48521436382109
70.0,72.48521436382109
68.8,72.48521436382109
70.5,72.48521436382109
69.5,76.4336364232291
69.8,76.4336364232291
69.5,76.65872737475004
70.9,76.65872737475004
71.5,74.15025173734566
71.3,74.89235871523204
70.4,74.09408198462856
71.5,75.0079679397127
72.8,72.57406166000908
72.4,72.86350393113267
72.4,72.86350393113267
72.6,74.63291974090428
71.7,77.105374519928
72.3,74.53207904557208
72.6,74.4558354148973
73.0,74.4558354148973
73.1,74.4558354148973
72.6,78.17245262033707
72.5,78.17245262033707
72.0,78.17245262033707
72.6,74.51915723176467
72.4,74.51915723176467
73.1,78.28680077022516
73.4,78.89449569706117
73.2,79.46735788123696
73.2,79.99623300000216
73.6,80.17611612968743
72.1,80.38711612968744
74.5,79.8236733250378
73.1,76.30359605170717
72.1,76.30359605170717
73.5,80.05239075624254
74.3,80.05239075624254
74.1,80.05239075624254
74.0,77.59360954918827
73.3,79.07412413858982
72.8,76.84662608641828
75.1,76.46566212791309
73.1,79.13116873780827
73.9,76.26041262174847
72.8,76.02671175037482
73.6,76.02671175037482
73.2,75.93114717207418
73.0,79.41806652362294
72.1,79.55464890476192
73.7,79.66327337639625
73.6,79.66327337639625
73.7,76.25849415234563
74.7,76.25849415234563
73.7,80.30352667233275
73.2,80.30352667233275
73.6,75.734067140425
73.9,75.734067140425
73.7,75.6386152608557
72.9,75.6386152608557
72.4,78.5417613145009
72.7,76.46109610550731
73.3,80.72551165439758
72.7,80.72551165439758
73.7,77.5055369874204
74.7,77.5055369874204
72.0,79.94135690109398
72.7,78.46350580678153
74.9,81.49781384770324
73.4,81.49781384770324
73.8,81.49781384770324
73.1,77.27844990594696
73.0,77.27844990594696
73.6,77.27844990594696
72.7,77.27844990594696
74.6,77.27844990594696
73.0,77.27844990594696
72.9,77.27844990594696
71.6,77.27844990594696
72.4,77.27844990594696
72.1,74.53984840836529
70.9,74.53984840836529
71.6,74.53984840836529
73.3,74.53984840836529
74.9,74.53984840836529
70.8,74.53984840836529
72.2,74.53984840836529
72.2,74.53984840836529
71.7,74.53984840836529
71.3,74.53984840836529
73.1,74.53984840836529
72.5,74.53984840836529
71.5,74.53984840836529
73.9,74.53984840836529
73.9,75.53202424228924
73.4,73.42146168658726
72.3,71.94596517107647
70.8,71.94596517107647
68.4,71.94596517107647
70.5,72.1640239453692
68.5,72.1640239453692
69.6,72.1640239453692
68.8,72.35376134496934
63.8,74.66637821082747
66.3,74.66637821082747
65.2,72.49364698885033
65.6,73.65223492053968
62.1,64.96941572361524
60.6,64.96941572361524
63.7,66.66827896839501
60.8,63.918885383058644
62.2,63.918885383058644
64.5,67.72252512013988
66.2,67.86845937557867
62.6,67.86845937557867
61.9,64.30795386126668
66.1,67.70014181487905
65.0,67.70014181487905
64.0,65.01772819889374
61.2,65.01772819889374
65.3,68.92377744715576
66.4,66.69036473469859
65.3,69.48075885097153
68.0,69.75566322368267
64.3,65.7789368133944
65.4,65.7789368133944
66.3,65.7789368133944
66.9,68.8296330300449
65.5,66.74927957962784
65.5,66.74927957962784
66.7,66.74927957962784
67.6,69.90051805137342
65.9,73.17554321848172
68.4,70.83776469210596
67.0,70.83776469210596
67.1,73.02149060797116
67.9,70.67842720735402
66.5,70.67842720735402
69.5,73.2004478353706
69.0,70.73571971820911
69.5,70.73571971820911
69.5,74.08435418975631
69.3,74.08435418975631
70.7,71.1953618142941
69.5,71.1953618142941
69.8,71.1953618142941
67.5,75.55450701702027
68.6,75.70658605987931
68.1,75.70658605987931
68.8,75.56621721726007
67.8,75.56621721726007
69.6,71.71231395856235
68.1,71.71231395856235
69.6,74.97340764791612
68.8,74.97340764791612
65.6,71.94923320762126
67.9,71.94923320762126
68.5,74.76335028891229
63.3,74.76335028891229
59.9,72.06733451809272
60.6,72.06733451809272
58.8,75.02903825196336
46.2,74.29959880876324
49.8,61.35564135363197
62.5,61.35564135363197
65.5,61.35564135363197
60.7,62.105427676534866
63.1,64.09837276287769
62.1,63.94883710141987
60.1,63.18446219819421
57.5,63.18446219819421
61.8,55.22374272974235
63.7,55.22374272974235
63.5,55.367554629752014
64.5,55.568345100135396
63.7,60.01657856328291
64.6,60.01657856328291
65.2,67.33317016862209
66.7,69.41436373706722
66.3,69.41436373706722
66.5,69.41436373706722
62.0,66.6141778352232
65.8,67.16752854635541
60.9,66.7680066118066
52.9,67.03069920180039
64.4,66.3729203273411
65.8,68.71177881840647
68.7,68.71177881840647
67.5,68.71177881840647
67.8,67.2354445743303
68.3,69.31026273348725
69.6,71.47992662080364
70.6,72.29693805238529
69.8,73.23959258024728
71.3,73.21322190424432
71.1,72.69162874939896
70.9,73.54159038603943
70.2,73.54159038603943
72.9,70.43761879138209
72.1,70.43761879138209
72.2,70.43761879138209
72.6,72.29375503731582
72.1,74.79015332290896
73.0,74.60112459315133
74.1,75.57405198656883
72.0,75.57405198656883
72.4,71.83131349932178
73.9,71.83131349932178
72.3,71.83131349932178
73.2,71.83131349932178
72.1,71.64057801704207
71.7,71.94904795436018
69.7,74.31296452600124
69.8,74.31296452600124
72.4,71.26139557556617
71.9,71.26139557556617
72.5,71.26139557556617
71.4,73.0226478888372
71.5,73.0226478888372
67.6,66.71918043041238
68.2,66.77548204802605
67.7,65.1403633975841
57.2,65.1403633975841
50.9,67.70142554161437
65.2,67.70142554161437
66.6,66.3503310148874
65.4,66.46692994260901
67.4,64.46876369576766
66.8,64.46876369576766
65.1,64.46876369576766
63.4,64.46876369576766
64.5,64.98592974587415
65.5,64.98592974587415
64.5,64.98592974587415
66.5,61.85049673333491
68.6,61.85049673333491
69.5,63.22674519118238
67.5,63.07024056004486
68.6,68.74867321879583
68.1,68.502631682382
66.7,68.502631682382
67.7,71.34972685753122
67.6,71.34972685753122
69.8,71.34972685753122
68.8,68.69368435726048
67.4,68.69368435726048
67.3,70.97517390452754
68.3,70.97517390452754
67.6,69.27447067325846
65.7,69.91350268696664
64.4,69.91350268696664
66.3,69.91350268696664
65.0,68.26238087696467
68.5,68.3808069988491
68.8,66.24436839913515
64.8,66.24436839913515
65.6,66.24436839913515
64.7,67.19108246396014
67.4,65.48099856692875
63.2,62.48993586036009
64.2,62.48993586036009
64.3,62.48993586036009
61.0,64.62220091704879
63.4,64.58069550411845
67.0,66.94857774282862
69.3,66.94857774282862
69.6,66.94857774282862
67.4,66.94857774282862
69.3,65.54174627513711
68.2,66.05765753909485
68.8,66.05765753909485
69.9,65.11175884396857
71.6,65.56560058123331
70.6,65.56560058123331
67.6,69.356035733739
69.2,69.356035733739
67.3,69.356035733739
68.3,68.84589061410378
66.7,68.89017157849281
60.9,68.89017157849281
61.3,67.06825714791412
60.4,67.06825714791412
67.0,67.06825714791412
64.7,67.06825714791412
61.9,61.77392896457481
61.7,62.47154949171524
59.5,62.47154949171524
47.7,60.99683405804313
44.3,61.081254660222555
42.5,59.28913764630134
32.4,59.28913764630134
35.5,59.480031843470215
45.8,59.480031843470215
46.3,62.97550131786466
54.5,62.97550131786466
64.5,63.214189640667556
63.9,63.214189640667556
69.0,61.44903989461626
67.4,61.555616780220134
68.8,61.479763323762434
69.7,61.479763323762434
72.4,61.00885661945399
70.5,69.03593702536023
71.4,69.03593702536023
71.7,71.59257710794688
71.7,74.49794303756074
71.4,71.82901696232565
72.0,71.82901696232565
71.4,71.82901696232565
72.1,71.82901696232565
71.9,75.11444545710827
72.2,75.11444545710827
72.2,75.11444545710827
72.2,72.30808907440374
71.3,72.30808907440374
73.1,76.02177021929259
72.4,76.1963689119397
72.4,76.1963689119397
72.9,76.1963689119397
72.8,76.1963689119397
73.0,76.1963689119397
73.9,75.61306841151399
72.5,72.77988883322104
72.5,72.77988883322104
71.9,75.934614223105
73.3,75.934614223105
73.0,75.934614223105
72.4,73.93808457500712
72.3,74.37076916511607
72.5,72.7832816473116
74.0,72.7832816473116
73.5,74.64317191091897
74.1,72.29390908999238
72.9,72.29390908999238
72.8,72.29390908999238
73.5,72.29390908999238
71.9,76.37651398618407
72.0,76.4668001411113
73.2,76.4668001411113
72.9,76.32612906192195
73.6,73.0720284225752
74.3,73.0720284225752
73.2,77.6273141865329
73.7,77.6273141865329
73.5,73.52753173437186
73.6,73.52753173437186
72.5,73.47641581404318
72.7,73.47641581404318
72.0,76.00014677917896
73.0,75.07252427029401
72.5,77.12703043177541
72.6,77.12703043177541
73.3,74.00376142919356
73.7,74.00376142919356
72.6,76.3066516603519
72.3,74.87032510183326
74.1,77.54485883258388
72.6,77.54485883258388
72.8,77.54485883258388
72.4,73.5077323678415
72.9,73.5077323678415
73.3,73.5077323678415
71.4,73.5077323678415
72.1,73.5077323678415
71.7,73.5077323678415
70.6,73.5077323678415
71.2,73.5077323678415
72.2,73.5077323678415
