epoch, ELBO, lpy, lpg,MSETest0,MAETest0,MAPETest0,R2Test0,MSETrain0,MAETrain0,MAPETrain0,R2Train0,tau0,ls0,amp0,MSETest1,MAETest1,MAPETest1,R2Test1,MSETrain1,MAETrain1,MAPETrain1,R2Train1,tau1,ls1,amp1,ls_g0,ls_g1,ls_g2,tau, nu, delta, kapa, vf, rhorc,
180, 8.803902e+10, -5.569931e+02, 7.397231e+10,1.282212e+07,3.020316e+03,2.397814e+02,-1.151549e+00,4.999911e+05,4.882700e+02,1.792212e+01,9.257689e-01,1.389489e+00,-1.225523e+00,1.990358e-02,6.002915e+01,4.928736e+00,8.021556e+00,-4.507138e-01,1.681862e+01,2.177449e+00,3.563517e+00,5.429312e-01,6.780684e-01,-1.040052e+00,3.464481e-01,0.465139,1,1,2.49636,-2.00536,0,-0.0505668,0,0,
190, 2.406549e+10, -9.030104e+02, 3.199015e+10,1.291496e+07,3.035976e+03,2.423539e+02,-1.167129e+00,5.066391e+05,4.946607e+02,1.834806e+01,9.247819e-01,1.509155e+00,-1.233529e+00,-9.400310e-04,5.672541e+01,4.749122e+00,7.758644e+00,-3.708730e-01,1.347186e+01,1.958162e+00,3.198693e+00,6.338839e-01,8.092712e-01,-1.305030e+00,4.556178e-01,0.459377,1,1,2.50455,-2.01355,0,-0.0498062,0,0,
200, 1.335295e+11, -1.212643e+03, 2.178481e+11,1.294851e+07,3.035715e+03,2.412805e+02,-1.172757e+00,4.815091e+05,4.728822e+02,1.670525e+01,9.285128e-01,1.625590e+00,-1.262920e+00,-3.723596e-03,5.903885e+01,4.776661e+00,7.854317e+00,-4.267815e-01,1.039459e+01,1.673001e+00,2.741408e+00,7.175130e-01,9.723000e-01,-1.510219e+00,4.554292e-01,0.438882,1,1,2.54397,-2.05297,0,-0.0916543,0,0,
210, 3.068062e+11, -1.446852e+03, 1.614198e+11,1.287637e+07,3.025768e+03,2.403743e+02,-1.160654e+00,4.861240e+05,4.785060e+02,1.711716e+01,9.278276e-01,1.736404e+00,-1.268414e+00,-2.759105e-02,6.037329e+01,4.842569e+00,7.937817e+00,-4.590305e-01,8.450720e+00,1.521891e+00,2.459254e+00,7.703403e-01,1.163724e+00,-1.701269e+00,4.910303e-01,0.4134,1,1,2.58875,-2.09775,0,-0.131951,0,0,
220, 8.695018e+11, 2.798655e+02, 1.120298e+12,1.045201e+07,2.633677e+03,2.124188e+02,-7.538455e-01,1.867212e+06,1.009279e+03,5.662396e+01,7.227845e-01,1.824421e+00,-1.262486e+00,-7.389015e-02,6.369497e+01,4.723492e+00,7.815075e+00,-5.393051e-01,9.070634e+00,1.584207e+00,2.565260e+00,7.534933e-01,1.338580e+00,-1.855533e+00,4.253032e-01,0.374614,1,1,2.68779,-2.19679,0,-0.223235,0,0,
230, 1.477498e+12, -1.124273e+03, 4.778685e+11,1.321811e+07,3.094283e+03,2.549925e+02,-1.217996e+00,8.587441e+05,6.783050e+02,2.787477e+01,8.725066e-01,1.829594e+00,-1.313075e+00,-5.359424e-02,7.192147e+01,5.199417e+00,8.451476e+00,-7.381134e-01,7.251879e+00,1.400759e+00,2.251081e+00,8.029204e-01,1.361210e+00,-2.050416e+00,4.163780e-01,0.360451,1,1,2.72534,-2.23434,0,-0.255868,0,0,
240, 8.702509e+10, -1.606862e+03, 6.277144e+10,1.246079e+07,2.951961e+03,2.313014e+02,-1.090919e+00,5.796750e+05,5.328693e+02,1.929559e+01,9.139386e-01,1.863931e+00,-1.299816e+00,-9.013963e-02,5.725689e+01,4.743948e+00,7.692223e+00,-3.837170e-01,6.106564e+00,1.291064e+00,2.064741e+00,8.340459e-01,1.452761e+00,-2.189465e+00,2.084021e-01,0.355223,1,1,2.7388,-2.2478,0,-0.267523,0,0,
250, 3.350686e+11, -1.819578e+03, 3.917484e+11,1.307299e+07,3.059175e+03,2.458353e+02,-1.193646e+00,5.052312e+05,4.977885e+02,1.815160e+01,9.249909e-01,1.924430e+00,-1.280862e+00,-1.114893e-01,6.410901e+01,4.670029e+00,7.684736e+00,-5.493110e-01,5.790142e+00,1.258403e+00,2.010065e+00,8.426451e-01,1.572360e+00,-2.297489e+00,-6.345909e-03,0.353243,1,1,2.74375,-2.25275,0,-0.271688,0,0,
260, 1.185560e+11, -2.013536e+03, 8.755431e+12,1.277508e+07,3.006577e+03,2.372533e+02,-1.143657e+00,4.179123e+05,4.468581e+02,1.559879e+01,9.379547e-01,1.998443e+00,-1.305268e+00,-5.280842e-02,5.827614e+01,4.721955e+00,7.698171e+00,-4.083492e-01,5.124617e+00,1.197885e+00,1.902683e+00,8.607316e-01,1.671902e+00,-2.410507e+00,-9.605888e-02,0.352365,1,1,2.74562,-2.25462,0,-0.273178,0,0,
270, 2.568549e+11, -2.422175e+03, 6.333815e+10,1.303354e+07,3.047644e+03,2.427474e+02,-1.187026e+00,2.095351e+05,3.279965e+02,1.184125e+01,9.688914e-01,2.085267e+00,-1.345862e+00,1.115410e-01,5.931092e+01,4.767393e+00,7.709782e+00,-4.333564e-01,4.178122e+00,1.121382e+00,1.760363e+00,8.864539e-01,1.768690e+00,-2.531689e+00,-7.882950e-02,0.351899,1,1,2.74649,-2.25549,0,-0.273728,0,0,
280, 1.326657e+11, -2.688843e+03, 1.832017e+11,1.320480e+07,3.063596e+03,2.429886e+02,-1.215764e+00,1.634574e+05,2.919926e+02,1.085186e+01,9.757323e-01,2.192444e+00,-1.378115e+00,2.693415e-01,6.398874e+01,4.929160e+00,7.997718e+00,-5.464044e-01,3.619240e+00,1.059749e+00,1.648908e+00,9.016423e-01,1.891597e+00,-2.658531e+00,-1.549369e-02,0.3517,1,1,2.74681,-2.25581,0,-0.273926,0,0,
290, 4.354509e+11, -2.850093e+03, 2.774350e+11,1.332402e+07,3.076465e+03,2.436196e+02,-1.235768e+00,1.608165e+05,2.897754e+02,1.080401e+01,9.761244e-01,2.308802e+00,-1.396507e+00,2.844473e-01,5.772830e+01,4.810635e+00,7.779598e+00,-3.951097e-01,3.194733e+00,1.001656e+00,1.549355e+00,9.131788e-01,2.015829e+00,-2.771089e+00,3.174628e-03,0.351526,1,1,2.74696,-2.25596,0,-0.273999,0,0,
300, 6.796173e+10, -3.013638e+03, 6.797457e+10,1.325934e+07,3.067563e+03,2.425076e+02,-1.224916e+00,1.545902e+05,2.833450e+02,1.039781e+01,9.770488e-01,2.425358e+00,-1.414877e+00,2.306256e-01,6.326579e+01,4.842451e+00,7.851919e+00,-5.289331e-01,2.857132e+00,9.545633e-01,1.469084e+00,9.223536e-01,2.125606e+00,-2.861518e+00,-4.096122e-02,0.351346,1,1,2.7471,-2.2561,0,-0.273881,0,0,
310, 3.575103e+11, -3.141658e+03, 2.286532e+11,1.320037e+07,3.059998e+03,2.420132e+02,-1.215021e+00,1.538176e+05,2.826209e+02,1.033874e+01,9.771635e-01,2.538943e+00,-1.421776e+00,1.636169e-01,6.729263e+01,4.740808e+00,7.774769e+00,-6.262490e-01,2.795801e+00,9.465528e-01,1.453470e+00,9.240203e-01,2.208037e+00,-2.934030e+00,-6.920622e-02,0.350917,1,1,2.74765,-2.25665,0,-0.273089,0,0,
320, 2.685098e+11, -3.266797e+03, 5.736171e+11,1.322655e+07,3.063091e+03,2.424040e+02,-1.219412e+00,1.495490e+05,2.782725e+02,1.014898e+01,9.777972e-01,2.648412e+00,-1.432952e+00,1.232299e-01,6.830059e+01,4.796206e+00,7.834979e+00,-6.506083e-01,2.537082e+00,9.063108e-01,1.386547e+00,9.310514e-01,2.257221e+00,-2.998526e+00,-5.211761e-02,0.350372,1,1,2.74815,-2.25715,0,-0.273084,0,0,
330, 2.039294e+11, -3.372230e+03, 1.682191e+11,1.327349e+07,3.067393e+03,2.424228e+02,-1.227290e+00,1.470084e+05,2.754634e+02,1.002213e+01,9.781744e-01,2.753208e+00,-1.443232e+00,9.473625e-02,7.858788e+01,5.185220e+00,8.437853e+00,-8.992192e-01,2.405765e+00,8.855085e-01,1.351653e+00,9.346201e-01,2.301557e+00,-3.037683e+00,-6.650989e-02,0.349978,1,1,2.7484,-2.2574,0,-0.273067,0,0,
340, 2.287059e+11, -3.461041e+03, 3.132325e+11,1.331228e+07,3.071616e+03,2.427441e+02,-1.233798e+00,1.441950e+05,2.725678e+02,9.909198e+00,9.785921e-01,2.853092e+00,-1.453953e+00,6.371895e-02,6.607518e+01,4.928795e+00,8.086750e+00,-5.968271e-01,2.348119e+00,8.759256e-01,1.335113e+00,9.361867e-01,2.341656e+00,-3.058230e+00,-7.254719e-02,0.349584,1,1,2.74851,-2.25751,0,-0.273061,0,0,
350, 3.174468e+11, -3.538586e+03, 2.655237e+11,1.333241e+07,3.073465e+03,2.427338e+02,-1.237176e+00,1.423498e+05,2.706680e+02,9.819262e+00,9.788660e-01,2.947910e+00,-1.463478e+00,2.775451e-02,6.778837e+01,5.102984e+00,8.319713e+00,-6.382294e-01,2.317021e+00,8.712031e-01,1.326718e+00,9.370318e-01,2.368610e+00,-3.070745e+00,-5.508180e-02,0.349249,1,1,2.74861,-2.25761,0,-0.273068,0,0,
360, 2.533744e+11, -3.607040e+03, 2.834281e+11,1.334620e+07,3.074842e+03,2.427783e+02,-1.239491e+00,1.405678e+05,2.688513e+02,9.739408e+00,9.791306e-01,3.037466e+00,-1.472605e+00,-7.349692e-03,7.750299e+01,5.273168e+00,8.558265e+00,-8.730010e-01,2.299457e+00,8.689870e-01,1.322917e+00,9.375092e-01,2.381737e+00,-3.079853e+00,-4.802533e-02,0.348973,1,1,2.74868,-2.25768,0,-0.27308,0,0,
370, 1.210213e+11, -3.668081e+03, 1.116756e+11,1.336333e+07,3.076559e+03,2.428236e+02,-1.242364e+00,1.388231e+05,2.671245e+02,9.661964e+00,9.793896e-01,3.121640e+00,-1.481448e+00,-3.898604e-02,7.436492e+01,5.296059e+00,8.589948e+00,-7.971638e-01,2.285981e+00,8.672583e-01,1.319884e+00,9.378754e-01,2.386373e+00,-3.086424e+00,-5.378279e-02,0.348496,1,1,2.74878,-2.25778,0,-0.273086,0,0,
380, 3.618934e+11, -3.722605e+03, 2.292510e+11,1.338146e+07,3.078405e+03,2.428728e+02,-1.245407e+00,1.370827e+05,2.654156e+02,9.583648e+00,9.796480e-01,3.200384e+00,-1.489689e+00,-6.832321e-02,7.367190e+01,5.265042e+00,8.546811e+00,-7.804157e-01,2.270842e+00,8.654635e-01,1.316678e+00,9.382868e-01,2.388747e+00,-3.089805e+00,-5.615845e-02,0.348092,1,1,2.74895,-2.25795,0,-0.273084,0,0,
390, 3.167448e+11, -3.771958e+03, 4.320607e+11,1.339662e+07,3.079934e+03,2.429104e+02,-1.247951e+00,1.351633e+05,2.635420e+02,9.495128e+00,9.799330e-01,3.273725e+00,-1.497259e+00,-9.679461e-02,7.322421e+01,5.152113e+00,8.383013e+00,-7.695964e-01,2.257360e+00,8.644197e-01,1.314441e+00,9.386532e-01,2.392645e+00,-3.088886e+00,-5.561552e-02,0.347752,1,1,2.74903,-2.25803,0,-0.273081,0,0,
400, 7.566477e+11, -3.817329e+03, 4.892613e+11,1.340896e+07,3.081087e+03,2.429231e+02,-1.250022e+00,1.330268e+05,2.614769e+02,9.389458e+00,9.802502e-01,3.341777e+00,-1.504145e+00,-1.248760e-01,6.918006e+01,5.047688e+00,8.220353e+00,-6.718623e-01,2.242632e+00,8.634018e-01,1.312094e+00,9.390535e-01,2.398782e+00,-3.084243e+00,-5.273479e-02,0.347383,1,1,2.74944,-2.25844,0,-0.273068,0,0,
410, 5.283733e+11, -3.860573e+03, 1.483194e+11,1.342038e+07,3.082011e+03,2.429499e+02,-1.251937e+00,1.304714e+05,2.591806e+02,9.271575e+00,9.806296e-01,3.404783e+00,-1.510315e+00,-1.524371e-01,5.892746e+01,4.743395e+00,7.606691e+00,-4.240895e-01,2.222328e+00,8.613819e-01,1.308046e+00,9.396052e-01,2.406784e+00,-3.075853e+00,-5.110830e-02,0.347034,1,1,2.74966,-2.25866,0,-0.27305,0,0,
420, 1.936378e+11, -3.904657e+03, 7.673769e+10,1.343166e+07,3.082835e+03,2.429943e+02,-1.253830e+00,1.277706e+05,2.568618e+02,9.164874e+00,9.810306e-01,3.463104e+00,-1.514618e+00,-1.799890e-01,6.361461e+01,4.811836e+00,7.841992e+00,-5.373630e-01,2.205959e+00,8.609908e-01,1.306222e+00,9.400501e-01,2.416743e+00,-3.062438e+00,-5.057930e-02,0.346724,1,1,2.74977,-2.25877,0,-0.273047,0,0,
430, 2.969216e+10, -3.950763e+03, 3.364090e+10,1.343962e+07,3.083345e+03,2.430389e+02,-1.255166e+00,1.241941e+05,2.539174e+02,9.046553e+00,9.815615e-01,3.517204e+00,-1.518764e+00,-2.065193e-01,6.803046e+01,5.060764e+00,8.221497e+00,-6.440801e-01,2.209539e+00,8.644064e-01,1.310063e+00,9.399528e-01,2.427642e+00,-3.043861e+00,-4.379603e-02,0.346445,1,1,2.75007,-2.25907,0,-0.273032,0,0,
440, 3.284414e+10, -3.998371e+03, 2.004773e+10,1.342469e+07,3.080905e+03,2.428866e+02,-1.252661e+00,1.196371e+05,2.503874e+02,8.929978e+00,9.822381e-01,3.567823e+00,-1.526661e+00,-2.302220e-01,7.345068e+01,5.175019e+00,8.358808e+00,-7.750695e-01,2.209989e+00,8.679245e-01,1.313483e+00,9.399406e-01,2.436425e+00,-3.027539e+00,-2.004693e-02,0.346216,1,1,2.75054,-2.25954,0,-0.273086,0,0,
450, 2.277831e+10, -4.042767e+03, 2.326798e+10,1.339773e+07,3.077061e+03,2.426247e+02,-1.248138e+00,1.166276e+05,2.477630e+02,8.846545e+00,9.826849e-01,3.615718e+00,-1.537559e+00,-2.491762e-01,7.038522e+01,5.164708e+00,8.347572e+00,-7.009871e-01,2.203591e+00,8.698801e-01,1.314573e+00,9.401144e-01,2.444088e+00,-3.013816e+00,4.048426e-03,0.346089,1,1,2.75078,-2.25978,0,-0.2731,0,0,
460, 3.959695e+10, -4.076976e+03, 1.796154e+10,1.339711e+07,3.076626e+03,2.425457e+02,-1.248034e+00,1.148262e+05,2.461258e+02,8.784554e+00,9.829523e-01,3.660659e+00,-1.546079e+00,-2.646003e-01,6.461659e+01,4.974559e+00,8.048397e+00,-5.615776e-01,2.203889e+00,8.736676e-01,1.318772e+00,9.401063e-01,2.452113e+00,-3.000911e+00,2.009738e-02,0.345974,1,1,2.75104,-2.26004,0,-0.273104,0,0,
470, 1.733747e+10, -4.102549e+03, 2.675016e+10,1.340324e+07,3.077239e+03,2.425281e+02,-1.249061e+00,1.136240e+05,2.448388e+02,8.725249e+00,9.831308e-01,3.702114e+00,-1.552168e+00,-2.793785e-01,6.552339e+01,4.986025e+00,8.072948e+00,-5.834920e-01,2.209388e+00,8.775395e-01,1.323061e+00,9.399569e-01,2.458403e+00,-2.991589e+00,3.845006e-02,0.345889,1,1,2.75121,-2.26021,0,-0.273106,0,0,
480, 6.632351e+10, -4.123707e+03, 4.056481e+10,1.340576e+07,3.077460e+03,2.424831e+02,-1.249485e+00,1.123148e+05,2.434174e+02,8.660106e+00,9.833252e-01,3.739800e+00,-1.559279e+00,-2.920470e-01,6.699640e+01,5.069133e+00,8.176100e+00,-6.190900e-01,2.211373e+00,8.793166e-01,1.324781e+00,9.399030e-01,2.461370e+00,-2.986628e+00,5.430996e-02,0.345714,1,1,2.75175,-2.26075,0,-0.273106,0,0,
490, 6.065696e+10, -4.142002e+03, 8.330348e+10,1.340113e+07,3.076805e+03,2.423967e+02,-1.248707e+00,1.112018e+05,2.422577e+02,8.610359e+00,9.834904e-01,3.773757e+00,-1.567178e+00,-3.023729e-01,6.856475e+01,5.141633e+00,8.287669e+00,-6.569921e-01,2.214085e+00,8.818113e-01,1.327897e+00,9.398293e-01,2.462968e+00,-2.983908e+00,6.095813e-02,0.345522,1,1,2.75217,-2.26117,0,-0.272932,0,0,
