epoch, ELBO, lpy, lpg,MSETest0,MAETest0,MAPETest0,R2Test0,MSETrain0,MAETrain0,MAPETrain0,R2Train0,tau0,ls0,amp0,MSETest1,MAETest1,MAPETest1,R2Test1,MSETrain1,MAETrain1,MAPETrain1,R2Train1,tau1,ls1,amp1,ls_g0,ls_g1,ls_g2,tau, nu, delta, kapa, vf, rhorc,
100, 1.329356e+11, 2.292179e+03, 1.048815e+11,6.513266e+06,2.273226e+03,2.108588e+02,3.405353e-02,6.332904e+06,2.238743e+03,1.875618e+02,3.315700e-02,2.987402e-02,-2.270957e-01,-1.233191e+00,3.021181e+01,2.641404e+00,5.027237e+00,3.543073e-01,2.047547e+01,2.452152e+00,4.053103e+00,4.287543e-01,4.356104e-01,-6.156100e-01,2.879706e-01,0.604432,1,1,2.24368,-1.75268,0,0.143843,0,0,
110, 1.756167e+11, 2.149545e+03, 1.136553e+11,6.515458e+06,2.273402e+03,2.108773e+02,3.372847e-02,6.332706e+06,2.238521e+03,1.875599e+02,3.318723e-02,3.187056e-02,-2.245517e-01,-1.373883e+00,2.472032e+01,2.504407e+00,4.628581e+00,4.716724e-01,1.624168e+01,2.231589e+00,3.635553e+00,5.468728e-01,6.020710e-01,-8.365660e-01,3.415620e-01,0.528597,1,1,2.25962,-1.76862,0,0.148522,0,0,
120, 3.818496e+11, 1.999266e+03, 4.194585e+11,6.508346e+06,2.271481e+03,2.108603e+02,3.478324e-02,6.326375e+06,2.237233e+03,1.875303e+02,3.415380e-02,3.514822e-02,-2.308452e-01,-1.506567e+00,2.161946e+01,2.228471e+00,4.204040e+00,5.379447e-01,1.249130e+01,1.910390e+00,3.128376e+00,6.515047e-01,7.063339e-01,-9.839608e-01,3.658907e-01,0.48531,1,1,2.32167,-1.83067,0,0.206805,0,0,
130, 2.958571e+11, 1.459159e+03, 1.562687e+11,4.785431e+06,1.840675e+03,1.619869e+02,2.902993e-01,4.493340e+06,1.765033e+03,1.428870e+02,3.140027e-01,7.732443e-02,-3.392508e-01,-1.543034e+00,1.779273e+01,2.083174e+00,3.825808e+00,6.197304e-01,9.705352e+00,1.679509e+00,2.726659e+00,7.292301e-01,8.891604e-01,-1.145267e+00,2.868003e-01,0.470438,1,1,2.35234,-1.86134,0,0.234292,0,0,
140, 1.108041e+12, 8.678264e+02, 5.905366e+11,3.420111e+06,1.422590e+03,1.192232e+02,4.927823e-01,3.143687e+06,1.352414e+03,1.040099e+02,5.200540e-01,3.341274e-01,-6.420229e-01,-1.298061e+00,1.530645e+01,1.957193e+00,3.508743e+00,6.728674e-01,8.298461e+00,1.569758e+00,2.533954e+00,7.684810e-01,1.087780e+00,-1.290830e+00,1.247334e-01,0.464821,1,1,2.36383,-1.87283,0,0.249752,0,0,
150, 8.640481e+11, -1.388430e+02, 4.084975e+11,1.033473e+06,7.672537e+02,4.323050e+01,8.467313e-01,9.376490e+05,7.136272e+02,3.855888e+01,8.568493e-01,6.054471e-01,-8.817519e-01,-1.040185e+00,1.413185e+01,1.865956e+00,3.310408e+00,6.979713e-01,7.036281e+00,1.454091e+00,2.333092e+00,8.036946e-01,1.255589e+00,-1.436113e+00,1.209485e-01,0.46259,1,1,2.3681,-1.8771,0,0.25257,0,0,
160, 4.107298e+12, -4.390830e+02, 2.195544e+11,1.072962e+06,7.234275e+02,3.994456e+01,8.408749e-01,9.616799e+05,6.689131e+02,3.628623e+01,8.531806e-01,8.312463e-01,-1.082034e+00,-8.496483e-01,1.284687e+01,1.793801e+00,3.105573e+00,7.254342e-01,6.081458e+00,1.352369e+00,2.155571e+00,8.303332e-01,1.395499e+00,-1.575011e+00,1.776982e-01,0.460946,1,1,2.37047,-1.87947,0,0.306229,0,0,
170, 3.629663e+11, 1.176891e+03, 2.774736e+11,3.898361e+06,1.588111e+03,1.255611e+02,4.218557e-01,3.587133e+06,1.518816e+03,1.111572e+02,4.523533e-01,9.318486e-01,-1.139947e+00,-7.655485e-01,1.321294e+01,1.881860e+00,3.260417e+00,7.176104e-01,5.288773e+00,1.281917e+00,2.033205e+00,8.524484e-01,1.425689e+00,-1.750073e+00,2.899269e-01,0.435801,1,1,2.42525,-1.93425,0,0.376422,0,0,
180, 5.879745e+11, 4.588866e+01, 3.896781e+11,1.807110e+06,1.011965e+03,6.163251e+01,7.319975e-01,1.695055e+06,9.775724e+02,5.629537e+01,7.412163e-01,9.227748e-01,-1.159654e+00,-7.242322e-01,1.301330e+01,1.739084e+00,3.079858e+00,7.218772e-01,4.474298e+00,1.142199e+00,1.824642e+00,8.751714e-01,1.465451e+00,-1.930478e+00,3.328915e-01,0.417966,1,1,2.46641,-1.97541,0,0.420576,0,0,
190, 9.352016e+13, -6.045126e+02, 5.369911e+11,8.528148e+05,6.737668e+02,3.174761e+01,8.735238e-01,7.802042e+05,6.456573e+02,2.969343e+01,8.808864e-01,1.034917e+00,-1.212158e+00,-6.376210e-01,1.154146e+01,1.681781e+00,2.885200e+00,7.533336e-01,3.556396e+00,1.028680e+00,1.630514e+00,9.007800e-01,1.581626e+00,-2.052806e+00,1.725367e-01,0.411669,1,1,2.48126,-1.99026,0,0.436445,0,0,
200, 3.687284e+11, -1.084089e+03, 3.500724e+11,4.961176e+05,5.071598e+02,2.093029e+01,9.264235e-01,4.099381e+05,4.662500e+02,1.878227e+01,9.374148e-01,1.209492e+00,-1.280468e+00,-5.304225e-01,1.055953e+01,1.614599e+00,2.754147e+00,7.743196e-01,2.999367e+00,9.610221e-01,1.514840e+00,9.163206e-01,1.720695e+00,-2.131829e+00,1.074895e-02,0.409395,1,1,2.4866,-1.9956,0,0.442139,0,0,
210, 2.975291e+11, -1.447076e+03, 2.036224e+11,3.534791e+05,4.241175e+02,1.602736e+01,9.475775e-01,2.961275e+05,3.897102e+02,1.480183e+01,9.547903e-01,1.400230e+00,-1.323633e+00,-4.367388e-01,1.025915e+01,1.590156e+00,2.704337e+00,7.807394e-01,2.539310e+00,9.061790e-01,1.417350e+00,9.291557e-01,1.860562e+00,-2.184125e+00,-3.818048e-02,0.408552,1,1,2.48852,-1.99752,0,0.44418,0,0,
220, 2.676478e+11, -1.750222e+03, 4.825786e+11,3.295341e+05,4.073017e+02,1.515285e+01,9.511286e-01,2.612154e+05,3.655751e+02,1.339988e+01,9.601203e-01,1.587739e+00,-1.349848e+00,-3.618135e-01,1.035269e+01,1.589777e+00,2.688796e+00,7.787402e-01,2.195360e+00,8.614937e-01,1.334489e+00,9.387516e-01,1.995286e+00,-2.212379e+00,1.963421e-02,0.408222,1,1,2.48921,-1.99821,0,0.444911,0,0,
230, 3.181145e+11, -2.015378e+03, 9.929982e+12,3.169980e+05,3.975870e+02,1.450846e+01,9.529878e-01,2.472749e+05,3.548478e+02,1.277910e+01,9.622486e-01,1.765869e+00,-1.364914e+00,-3.041698e-01,1.022696e+01,1.594994e+00,2.658982e+00,7.814274e-01,2.089256e+00,8.509703e-01,1.306242e+00,9.417118e-01,2.120572e+00,-2.218886e+00,1.061496e-01,0.408083,1,1,2.48946,-1.99846,0,0.445172,0,0,
240, 3.328103e+11, -2.245947e+03, 4.065977e+11,3.129847e+05,3.923628e+02,1.410219e+01,9.535830e-01,2.377764e+05,3.480172e+02,1.233755e+01,9.636987e-01,1.933080e+00,-1.377915e+00,-2.584519e-01,1.045019e+01,1.610543e+00,2.668770e+00,7.766566e-01,1.964835e+00,8.369658e-01,1.273914e+00,9.451830e-01,2.226774e+00,-2.238922e+00,1.957603e-01,0.40801,1,1,2.48956,-1.99856,0,0.445266,0,0,
250, 3.976536e+11, -2.456490e+03, 7.235373e+11,3.015628e+05,3.841380e+02,1.368006e+01,9.552769e-01,2.279942e+05,3.396413e+02,1.186284e+01,9.651922e-01,2.089477e+00,-1.391703e+00,-2.223708e-01,1.089798e+01,1.630270e+00,2.702162e+00,7.670863e-01,1.828032e+00,8.114094e-01,1.229572e+00,9.489997e-01,2.314107e+00,-2.276942e+00,2.679375e-01,0.407834,1,1,2.48981,-1.99881,0,0.445299,0,0,
260, 7.651984e+11, -2.630058e+03, 8.324271e+11,2.905627e+05,3.763429e+02,1.334973e+01,9.569083e-01,2.201434e+05,3.333651e+02,1.152347e+01,9.663908e-01,2.235657e+00,-1.404997e+00,-1.956910e-01,1.094161e+01,1.646108e+00,2.710226e+00,7.661538e-01,1.753594e+00,7.952873e-01,1.201290e+00,9.510764e-01,2.386362e+00,-2.322648e+00,3.028096e-01,0.407529,1,1,2.48996,-1.99896,0,0.445311,0,0,
270, 6.018115e+11, -2.781872e+03, 9.028550e+11,2.813970e+05,3.695074e+02,1.307173e+01,9.582676e-01,2.138748e+05,3.284751e+02,1.125813e+01,9.673478e-01,2.372236e+00,-1.416842e+00,-1.778960e-01,1.117990e+01,1.653182e+00,2.723873e+00,7.610611e-01,1.669607e+00,7.783495e-01,1.173110e+00,9.534196e-01,2.444560e+00,-2.373771e+00,3.048417e-01,0.407215,1,1,2.49006,-1.99906,0,0.445316,0,0,
280, 4.279503e+11, -2.916204e+03, 7.097687e+11,2.748011e+05,3.648390e+02,1.287621e+01,9.592458e-01,2.093393e+05,3.248801e+02,1.107640e+01,9.680402e-01,2.499650e+00,-1.426415e+00,-1.679767e-01,1.132585e+01,1.659361e+00,2.732502e+00,7.579416e-01,1.634337e+00,7.718278e-01,1.161720e+00,9.544036e-01,2.491367e+00,-2.417020e+00,2.946222e-01,0.407076,1,1,2.4901,-1.9991,0,0.445318,0,0,
290, 5.806531e+11, -3.032528e+03, 9.462798e+11,2.695571e+05,3.611278e+02,1.274721e+01,9.600235e-01,2.059942e+05,3.224057e+02,1.095717e+01,9.685509e-01,2.618085e+00,-1.434838e+00,-1.639364e-01,1.152190e+01,1.654691e+00,2.740944e+00,7.537518e-01,1.571665e+00,7.581221e-01,1.139472e+00,9.561521e-01,2.527601e+00,-2.459695e+00,3.076355e-01,0.406981,1,1,2.49013,-1.99913,0,0.445319,0,0,
300, 7.683585e+11, -3.125636e+03, 8.675178e+11,2.651628e+05,3.581081e+02,1.263432e+01,9.606752e-01,2.032004e+05,3.204092e+02,1.085620e+01,9.689774e-01,2.727586e+00,-1.443530e+00,-1.640096e-01,1.181287e+01,1.660974e+00,2.760726e+00,7.475330e-01,1.550688e+00,7.547805e-01,1.133087e+00,9.567373e-01,2.557934e+00,-2.488781e+00,3.154529e-01,0.406905,1,1,2.49014,-1.99914,0,0.445319,0,0,
310, 1.429215e+12, -3.203702e+03, 5.453592e+11,2.606515e+05,3.550168e+02,1.252210e+01,9.613442e-01,2.005029e+05,3.186898e+02,1.077344e+01,9.693893e-01,2.828182e+00,-1.452313e+00,-1.677998e-01,1.219109e+01,1.670118e+00,2.791037e+00,7.394496e-01,1.525127e+00,7.512783e-01,1.125966e+00,9.574504e-01,2.581864e+00,-2.511284e+00,3.231131e-01,0.40675,1,1,2.49023,-1.99923,0,0.445321,0,0,
320, 1.380183e+12, -3.271227e+03, 1.071765e+12,2.495598e+05,3.476643e+02,1.221522e+01,9.629892e-01,1.939491e+05,3.144978e+02,1.055216e+01,9.703898e-01,2.920064e+00,-1.461710e+00,-1.759227e-01,1.249505e+01,1.681581e+00,2.822464e+00,7.329534e-01,1.498107e+00,7.465723e-01,1.116632e+00,9.582043e-01,2.599979e+00,-2.531151e+00,3.317491e-01,0.406561,1,1,2.49035,-1.99935,0,0.445323,0,0,
330, 4.612670e+11, -3.101409e+03, 7.356855e+11,3.213138e+05,4.006192e+02,1.436294e+01,9.523477e-01,2.258633e+05,3.437031e+02,1.193000e+01,9.655175e-01,2.999687e+00,-1.477745e+00,-1.934081e-01,1.266826e+01,1.683289e+00,2.832593e+00,7.292515e-01,1.452157e+00,7.379902e-01,1.101898e+00,9.594862e-01,2.615737e+00,-2.549129e+00,3.387733e-01,0.406321,1,1,2.49047,-1.99947,0,0.445324,0,0,
340, 8.831728e+11, -3.334558e+03, 3.943238e+11,2.574240e+05,3.577534e+02,1.277866e+01,9.618229e-01,1.903090e+05,3.175522e+02,1.081285e+01,9.709456e-01,3.065685e+00,-1.475977e+00,-2.241283e-01,1.292934e+01,1.690315e+00,2.852392e+00,7.236715e-01,1.411051e+00,7.317490e-01,1.090032e+00,9.606330e-01,2.634014e+00,-2.561509e+00,3.420236e-01,0.406137,1,1,2.49052,-1.99952,0,0.445324,0,0,
350, 7.759527e+11, -3.454235e+03, 6.583444e+11,2.308653e+05,3.362467e+02,1.170272e+01,9.657616e-01,1.717943e+05,2.993889e+02,9.955639e+00,9.737722e-01,3.133399e+00,-1.504052e+00,-2.370650e-01,1.294394e+01,1.693143e+00,2.857104e+00,7.233596e-01,1.365575e+00,7.231802e-01,1.075376e+00,9.619018e-01,2.656096e+00,-2.572508e+00,3.485884e-01,0.405897,1,1,2.49056,-1.99956,0,0.445324,0,0,
360, 3.903868e+11, -3.511595e+03, 9.624837e+11,2.262668e+05,3.332175e+02,1.153716e+01,9.664436e-01,1.683148e+05,2.964931e+02,9.836231e+00,9.743034e-01,3.201616e+00,-1.528587e+00,-2.492213e-01,1.286752e+01,1.686870e+00,2.850721e+00,7.249928e-01,1.336452e+00,7.183457e-01,1.066870e+00,9.627143e-01,2.680489e+00,-2.583009e+00,3.542096e-01,0.405587,1,1,2.49078,-1.99978,0,0.445325,0,0,
370, 1.246136e+12, -3.559848e+03, 9.504561e+11,2.200131e+05,3.294703e+02,1.146908e+01,9.673711e-01,1.645679e+05,2.934720e+02,9.728053e+00,9.748754e-01,3.266765e+00,-1.548119e+00,-2.631724e-01,1.273273e+01,1.669030e+00,2.829553e+00,7.278736e-01,1.328301e+00,7.153781e-01,1.061203e+00,9.629417e-01,2.703729e+00,-2.590164e+00,3.563305e-01,0.405301,1,1,2.49106,-2.00006,0,0.445325,0,0,
380, 7.047901e+11, -3.573296e+03, 5.033215e+11,2.153461e+05,3.259651e+02,1.132671e+01,9.680632e-01,1.637773e+05,2.930043e+02,9.676827e+00,9.749962e-01,3.326549e+00,-1.565064e+00,-2.774791e-01,1.360108e+01,1.703621e+00,2.887107e+00,7.093151e-01,1.298972e+00,7.075155e-01,1.046675e+00,9.637600e-01,2.720820e+00,-2.605865e+00,3.633471e-01,0.405114,1,1,2.49122,-2.00022,0,0.445325,0,0,
390, 3.248705e+11, -3.608523e+03, 9.463849e+11,2.155339e+05,3.259159e+02,1.130655e+01,9.680354e-01,1.622664e+05,2.915870e+02,9.617007e+00,9.752268e-01,3.379766e+00,-1.579614e+00,-2.910928e-01,1.255591e+01,1.681064e+00,2.846558e+00,7.316526e-01,1.256658e+00,6.987628e-01,1.033791e+00,9.649404e-01,2.734122e+00,-2.626971e+00,3.734497e-01,0.404985,1,1,2.49128,-2.00028,0,0.445325,0,0,
400, 4.216602e+11, -3.622784e+03, 9.839934e+11,2.150458e+05,3.256657e+02,1.129729e+01,9.681078e-01,1.614936e+05,2.909656e+02,9.590188e+00,9.753448e-01,3.426150e+00,-1.592147e+00,-3.033529e-01,1.276505e+01,1.672162e+00,2.837424e+00,7.271828e-01,1.278609e+00,7.055348e-01,1.043554e+00,9.643280e-01,2.750151e+00,-2.639647e+00,3.741820e-01,0.404821,1,1,2.49138,-2.00038,0,0.445333,0,0,
410, 2.698601e+11, -3.649395e+03, 7.339074e+11,2.134693e+05,3.245535e+02,1.125159e+01,9.683416e-01,1.609015e+05,2.905654e+02,9.566832e+00,9.754352e-01,3.465852e+00,-1.603841e+00,-3.134502e-01,1.290359e+01,1.684410e+00,2.863518e+00,7.242220e-01,1.258623e+00,7.024954e-01,1.037475e+00,9.648856e-01,2.764038e+00,-2.655476e+00,3.757931e-01,0.404626,1,1,2.49145,-2.00045,0,0.445337,0,0,
420, 6.729339e+11, -3.644341e+03, 6.437733e+11,2.131099e+05,3.243913e+02,1.123262e+01,9.683949e-01,1.603357e+05,2.901552e+02,9.547867e+00,9.755216e-01,3.499321e+00,-1.613989e+00,-3.217576e-01,1.288249e+01,1.672665e+00,2.849082e+00,7.246730e-01,1.194150e+00,6.791207e-01,9.996931e-01,9.666844e-01,2.774507e+00,-2.677326e+00,3.838192e-01,0.404413,1,1,2.49148,-2.00048,0,0.445339,0,0,
430, 3.418945e+11, -3.558153e+03, 7.542922e+11,2.192599e+05,3.320346e+02,1.155529e+01,9.674828e-01,1.727007e+05,3.015228e+02,9.972590e+00,9.736338e-01,3.526946e+00,-1.623312e+00,-3.281721e-01,1.316887e+01,1.691715e+00,2.893637e+00,7.185523e-01,1.261612e+00,7.013944e-01,1.035156e+00,9.648022e-01,2.785912e+00,-2.681868e+00,3.625865e-01,0.40417,1,1,2.49176,-2.00076,0,0.445323,0,0,
440, 4.191986e+11, -3.625336e+03, 8.764571e+11,2.133146e+05,3.261654e+02,1.133965e+01,9.683645e-01,1.651254e+05,2.944848e+02,9.708620e+00,9.747903e-01,3.538862e+00,-1.627529e+00,-3.345880e-01,1.323904e+01,1.682288e+00,2.881518e+00,7.170527e-01,1.233450e+00,6.958176e-01,1.022945e+00,9.655880e-01,2.792492e+00,-2.697800e+00,3.730219e-01,0.403964,1,1,2.49199,-2.00099,0,0.445318,0,0,
450, 5.927854e+11, -3.682221e+03, 5.132188e+11,2.116543e+05,3.238192e+02,1.117054e+01,9.686107e-01,1.602715e+05,2.902951e+02,9.535622e+00,9.755314e-01,3.547480e+00,-1.636575e+00,-3.365409e-01,1.370152e+01,1.711511e+00,2.933016e+00,7.071685e-01,1.224183e+00,6.949902e-01,1.021844e+00,9.658465e-01,2.797404e+00,-2.707759e+00,3.791274e-01,0.40377,1,1,2.49217,-2.00117,0,0.445317,0,0,
460, 7.289363e+11, -3.682727e+03, 5.100303e+11,2.149749e+05,3.267637e+02,1.126219e+01,9.681183e-01,1.606017e+05,2.905091e+02,9.559079e+00,9.754810e-01,3.558917e+00,-1.646800e+00,-3.364808e-01,1.334869e+01,1.688793e+00,2.886192e+00,7.147091e-01,1.193099e+00,6.902508e-01,1.015131e+00,9.667137e-01,2.802184e+00,-2.722001e+00,3.919213e-01,0.403614,1,1,2.49225,-2.00125,0,0.445316,0,0,
470, 9.522836e+11, -3.688131e+03, 5.833714e+11,2.109993e+05,3.235734e+02,1.118181e+01,9.687079e-01,1.604870e+05,2.906310e+02,9.550853e+00,9.754985e-01,3.571455e+00,-1.660075e+00,-3.345819e-01,1.338799e+01,1.682458e+00,2.869516e+00,7.138692e-01,1.168547e+00,6.768625e-01,9.949931e-01,9.673987e-01,2.810497e+00,-2.727926e+00,3.888323e-01,0.403472,1,1,2.49232,-2.00132,0,0.445316,0,0,
480, 1.053004e+12, -3.695440e+03, 7.314098e+11,2.133601e+05,3.257361e+02,1.125539e+01,9.683577e-01,1.597938e+05,2.899713e+02,9.539109e+00,9.756043e-01,3.583457e+00,-1.672729e+00,-3.332936e-01,1.339172e+01,1.689377e+00,2.892253e+00,7.137895e-01,1.185250e+00,6.855974e-01,1.007278e+00,9.669327e-01,2.817049e+00,-2.736465e+00,3.935840e-01,0.403337,1,1,2.49238,-2.00138,0,0.445316,0,0,
490, 7.862008e+11, -3.702277e+03, 3.850029e+11,2.119935e+05,3.249567e+02,1.124865e+01,9.685604e-01,1.591612e+05,2.895322e+02,9.521984e+00,9.757009e-01,3.594090e+00,-1.684199e+00,-3.333793e-01,1.351882e+01,1.707531e+00,2.914364e+00,7.110731e-01,1.186960e+00,6.870766e-01,1.009002e+00,9.668850e-01,2.821012e+00,-2.743797e+00,3.955771e-01,0.403107,1,1,2.49265,-2.00165,0,0.445351,0,0,
