epoch, ELBO, lpy, lpg,MSETest0,MAETest0,MAPETest0,R2Test0,MSETrain0,MAETrain0,MAPETrain0,R2Train0,tau0,ls0,amp0,MSETest1,MAETest1,MAPETest1,R2Test1,MSETrain1,MAETrain1,MAPETrain1,R2Train1,tau1,ls1,amp1,
110, 2.246800e+03, 2.246800e+03, 0.000000e+00,6.061001e+06,2.184339e+03,1.366132e+02,6.263664e-02,6.602120e+06,2.296869e+03,1.351992e+02,8.094695e-02,8.234594e-02,-3.158342e-01,-9.159067e-01,3.228860e+01,3.176042e+00,5.059126e+00,3.214784e-01,2.606262e+01,3.054061e+00,4.667413e+00,3.449693e-01,3.676455e-01,-7.002532e-01,3.254132e-01,
120, 2.216663e+03, 2.216663e+03, 0.000000e+00,6.060598e+06,2.184330e+03,1.366273e+02,6.269894e-02,6.601880e+06,2.296853e+03,1.352091e+02,8.098034e-02,8.228113e-02,-3.164707e-01,-1.003676e+00,3.097905e+01,3.069696e+00,4.910075e+00,3.489977e-01,2.505112e+01,2.946970e+00,4.517446e+00,3.703912e-01,4.408709e-01,-8.129563e-01,2.953345e-01,
130, 2.160246e+03, 2.160246e+03, 0.000000e+00,6.059922e+06,2.184266e+03,1.366303e+02,6.280346e-02,6.601631e+06,2.296858e+03,1.352136e+02,8.101498e-02,8.237505e-02,-3.180747e-01,-1.087698e+00,2.957536e+01,2.929055e+00,4.710942e+00,3.784951e-01,2.332887e+01,2.779796e+00,4.273280e+00,4.136764e-01,4.833486e-01,-9.893499e-01,2.610184e-01,
140, 2.125834e+03, 2.125834e+03, 0.000000e+00,6.058966e+06,2.184143e+03,1.366224e+02,6.295132e-02,6.601362e+06,2.296879e+03,1.352125e+02,8.105251e-02,8.245335e-02,-3.205332e-01,-1.168109e+00,2.878454e+01,2.885341e+00,4.628498e+00,3.951136e-01,2.215790e+01,2.704340e+00,4.147094e+00,4.431063e-01,5.335326e-01,-1.150912e+00,1.630818e-01,
150, 2.089492e+03, 2.089492e+03, 0.000000e+00,6.057743e+06,2.183988e+03,1.366123e+02,6.314048e-02,6.601044e+06,2.296899e+03,1.352131e+02,8.109671e-02,8.249681e-02,-3.226325e-01,-1.245567e+00,2.751600e+01,2.829067e+00,4.528970e+00,4.217711e-01,2.108496e+01,2.612587e+00,4.003945e+00,4.700727e-01,5.780955e-01,-1.298808e+00,8.706396e-03,
160, 2.118928e+03, 2.118928e+03, 0.000000e+00,6.056298e+06,2.183799e+03,1.366000e+02,6.336397e-02,6.600663e+06,2.296918e+03,1.352134e+02,8.114981e-02,8.253870e-02,-3.247649e-01,-1.319591e+00,2.744047e+01,2.860656e+00,4.554084e+00,4.233583e-01,2.129569e+01,2.634277e+00,4.020896e+00,4.647762e-01,6.206994e-01,-1.472727e+00,-9.067563e-02,
170, 2.047689e+03, 2.047689e+03, 0.000000e+00,6.054579e+06,2.183563e+03,1.365849e+02,6.362988e-02,6.600204e+06,2.296938e+03,1.352126e+02,8.121367e-02,8.259740e-02,-3.270760e-01,-1.389778e+00,2.623413e+01,2.737136e+00,4.378665e+00,4.487086e-01,1.982574e+01,2.484063e+00,3.805877e+00,5.017204e-01,6.295888e-01,-1.632416e+00,-1.422435e-01,
180, 2.042544e+03, 2.042544e+03, 0.000000e+00,6.052504e+06,2.183271e+03,1.365669e+02,6.395068e-02,6.599660e+06,2.296951e+03,1.352121e+02,8.128936e-02,8.267454e-02,-3.293025e-01,-1.455908e+00,2.597167e+01,2.722668e+00,4.355253e+00,4.542241e-01,1.935617e+01,2.440851e+00,3.740626e+00,5.135221e-01,6.415139e-01,-1.760562e+00,-2.018878e-01,
190, 2.032139e+03, 2.032139e+03, 0.000000e+00,6.050031e+06,2.182909e+03,1.365458e+02,6.433323e-02,6.599031e+06,2.296958e+03,1.352115e+02,8.137700e-02,8.276506e-02,-3.314628e-01,-1.517526e+00,2.567265e+01,2.701692e+00,4.322162e+00,4.605078e-01,1.914696e+01,2.425503e+00,3.715504e+00,5.187803e-01,6.679440e-01,-1.850848e+00,-3.072940e-01,
200, 2.025504e+03, 2.025504e+03, 0.000000e+00,6.047173e+06,2.182473e+03,1.365219e+02,6.477523e-02,6.598327e+06,2.296965e+03,1.352110e+02,8.147495e-02,8.286438e-02,-3.334854e-01,-1.574222e+00,2.544195e+01,2.682526e+00,4.291083e+00,4.653557e-01,1.894775e+01,2.408917e+00,3.688250e+00,5.237869e-01,6.789545e-01,-1.928854e+00,-3.680283e-01,
210, 2.021949e+03, 2.021949e+03, 0.000000e+00,6.044053e+06,2.181978e+03,1.364979e+02,6.525778e-02,6.597577e+06,2.296961e+03,1.352110e+02,8.157933e-02,8.296854e-02,-3.350977e-01,-1.625763e+00,2.514361e+01,2.655799e+00,4.249571e+00,4.716252e-01,1.869702e+01,2.387162e+00,3.653916e+00,5.300886e-01,6.822029e-01,-2.004322e+00,-3.596021e-01,
220, 2.019634e+03, 2.019634e+03, 0.000000e+00,6.040913e+06,2.181461e+03,1.364775e+02,6.574338e-02,6.596811e+06,2.296937e+03,1.352113e+02,8.168597e-02,8.307365e-02,-3.361070e-01,-1.672007e+00,2.491549e+01,2.633274e+00,4.214108e+00,4.764190e-01,1.850992e+01,2.369337e+00,3.625600e+00,5.347909e-01,6.910366e-01,-2.067848e+00,-3.394604e-01,
230, 2.017848e+03, 2.017848e+03, 0.000000e+00,6.038053e+06,2.180965e+03,1.364648e+02,6.618557e-02,6.596045e+06,2.296883e+03,1.352117e+02,8.179258e-02,8.317789e-02,-3.364609e-01,-1.712943e+00,2.475740e+01,2.616055e+00,4.186775e+00,4.797411e-01,1.839419e+01,2.358324e+00,3.607667e+00,5.376997e-01,6.986991e-01,-2.120748e+00,-3.265896e-01,
240, 2.016568e+03, 2.016568e+03, 0.000000e+00,6.035702e+06,2.180528e+03,1.364622e+02,6.654928e-02,6.595276e+06,2.296791e+03,1.352118e+02,8.189965e-02,8.328266e-02,-3.362963e-01,-1.748700e+00,2.463975e+01,2.603733e+00,4.167394e+00,4.822134e-01,1.831345e+01,2.350688e+00,3.595344e+00,5.397288e-01,7.007206e-01,-2.166066e+00,-3.174818e-01,
250, 2.015628e+03, 2.015628e+03, 0.000000e+00,6.033910e+06,2.180158e+03,1.364693e+02,6.682643e-02,6.594478e+06,2.296682e+03,1.352118e+02,8.201077e-02,8.339207e-02,-3.359981e-01,-1.779465e+00,2.456474e+01,2.595065e+00,4.153812e+00,4.837898e-01,1.827102e+01,2.346653e+00,3.588632e+00,5.407953e-01,7.016488e-01,-2.202742e+00,-3.160826e-01,
260, 2.014882e+03, 2.014882e+03, 0.000000e+00,6.032559e+06,2.179831e+03,1.364839e+02,6.703525e-02,6.593602e+06,2.296544e+03,1.352110e+02,8.213270e-02,8.351307e-02,-3.360916e-01,-1.805476e+00,2.451852e+01,2.589169e+00,4.144543e+00,4.847610e-01,1.825278e+01,2.344976e+00,3.585582e+00,5.412537e-01,7.029102e-01,-2.231968e+00,-3.173592e-01,
270, 2.014252e+03, 2.014252e+03, 0.000000e+00,6.031443e+06,2.179507e+03,1.365028e+02,6.720784e-02,6.592569e+06,2.296360e+03,1.352090e+02,8.227646e-02,8.365684e-02,-3.371210e-01,-1.826999e+00,2.448259e+01,2.585103e+00,4.138095e+00,4.855160e-01,1.824160e+01,2.343960e+00,3.583668e+00,5.415347e-01,7.034036e-01,-2.255968e+00,-3.162588e-01,
280, 2.013687e+03, 2.013687e+03, 0.000000e+00,6.030383e+06,2.179139e+03,1.365249e+02,6.737183e-02,6.591252e+06,2.296129e+03,1.352058e+02,8.245981e-02,8.384149e-02,-3.396228e-01,-1.844280e+00,2.445171e+01,2.581540e+00,4.132467e+00,4.861650e-01,1.823258e+01,2.343183e+00,3.582138e+00,5.417613e-01,7.035597e-01,-2.275962e+00,-3.142848e-01,
290, 2.013118e+03, 2.013118e+03, 0.000000e+00,6.029322e+06,2.178680e+03,1.365526e+02,6.753597e-02,6.589433e+06,2.295788e+03,1.352001e+02,8.271303e-02,8.409800e-02,-3.442443e-01,-1.857449e+00,2.442273e+01,2.578111e+00,4.127127e+00,4.867740e-01,1.822189e+01,2.342240e+00,3.580403e+00,5.420300e-01,7.039510e-01,-2.292882e+00,-3.128993e-01,
300, 2.012450e+03, 2.012450e+03, 0.000000e+00,6.028449e+06,2.178092e+03,1.365945e+02,6.767090e-02,6.586685e+06,2.295269e+03,1.351910e+02,8.309563e-02,8.448695e-02,-3.521159e-01,-1.866361e+00,2.439604e+01,2.575141e+00,4.122544e+00,4.873347e-01,1.821081e+01,2.341132e+00,3.578523e+00,5.423085e-01,7.044302e-01,-2.307210e+00,-3.127422e-01,
310, 2.011480e+03, 2.011480e+03, 0.000000e+00,6.028678e+06,2.177460e+03,1.366793e+02,6.763551e-02,6.581969e+06,2.294333e+03,1.351756e+02,8.375212e-02,8.515386e-02,-3.658393e-01,-1.870237e+00,2.437367e+01,2.572636e+00,4.118722e+00,4.878049e-01,1.820195e+01,2.340179e+00,3.576954e+00,5.425311e-01,7.047884e-01,-2.319144e+00,-3.138242e-01,
320, 2.009579e+03, 2.009579e+03, 0.000000e+00,6.034500e+06,2.177169e+03,1.369043e+02,6.673520e-02,6.571758e+06,2.292039e+03,1.351471e+02,8.517352e-02,8.657528e-02,-3.928032e-01,-1.866309e+00,2.435509e+01,2.570535e+00,4.115542e+00,4.881954e-01,1.819483e+01,2.339372e+00,3.575652e+00,5.427102e-01,7.050345e-01,-2.328992e+00,-3.152480e-01,
330, 2.002346e+03, 2.002346e+03, 0.000000e+00,6.077416e+06,2.181386e+03,1.372710e+02,6.009793e-02,6.526968e+06,2.281936e+03,1.350178e+02,9.140861e-02,9.261447e-02,-4.635415e-01,-1.837612e+00,2.433918e+01,2.568768e+00,4.112873e+00,4.885297e-01,1.818877e+01,2.338688e+00,3.574555e+00,5.428624e-01,7.052523e-01,-2.337090e+00,-3.164004e-01,
340, 2.004276e+03, 2.004276e+03, 0.000000e+00,6.035139e+06,2.175415e+03,1.372094e+02,6.663626e-02,6.451281e+06,2.267969e+03,1.345761e+02,1.019445e-01,1.150325e-01,-6.676460e-01,-1.793025e+00,2.432548e+01,2.567268e+00,4.110606e+00,4.888176e-01,1.818353e+01,2.338068e+00,3.573575e+00,5.429941e-01,7.054531e-01,-2.343740e+00,-3.172618e-01,
350, 1.997656e+03, 1.997656e+03, 0.000000e+00,5.980714e+06,2.158636e+03,1.368067e+02,7.505341e-02,6.325192e+06,2.239510e+03,1.334049e+02,1.194969e-01,1.023101e-01,-8.710862e-01,-1.866165e+00,2.431356e+01,2.566000e+00,4.108695e+00,4.890680e-01,1.817883e+01,2.337481e+00,3.572668e+00,5.431121e-01,7.056222e-01,-2.349209e+00,-3.179965e-01,
360, 1.840417e+03, 1.840417e+03, 0.000000e+00,5.004219e+06,1.880374e+03,1.260976e+02,2.260731e-01,5.113914e+06,1.928284e+03,1.153607e+02,2.881138e-01,3.290110e-01,-1.164717e+00,-1.685492e+00,2.430303e+01,2.564928e+00,4.107086e+00,4.892894e-01,1.817459e+01,2.336947e+00,3.571857e+00,5.432189e-01,7.057751e-01,-2.353717e+00,-3.187494e-01,
370, 1.438880e+03, 1.438880e+03, 0.000000e+00,3.753545e+06,1.530343e+03,9.302400e+01,4.194960e-01,3.510741e+06,1.486683e+03,8.819073e+01,5.112847e-01,5.034719e-01,-1.473974e+00,-1.342801e+00,2.429349e+01,2.564004e+00,4.105704e+00,4.894898e-01,1.817065e+01,2.336446e+00,3.571114e+00,5.433179e-01,7.059215e-01,-2.357445e+00,-3.195507e-01,
380, 1.513215e+03, 1.513215e+03, 0.000000e+00,4.187555e+06,1.604976e+03,1.028810e+02,3.523742e-01,3.804645e+06,1.570407e+03,9.443515e+01,4.703716e-01,6.190317e-01,-1.685654e+00,-1.047598e+00,2.428450e+01,2.563183e+00,4.104479e+00,4.896788e-01,1.816676e+01,2.335939e+00,3.570379e+00,5.434156e-01,7.060629e-01,-2.360546e+00,-3.203564e-01,
390, 9.459778e+02, 9.459778e+02, 0.000000e+00,1.802602e+06,9.462049e+02,4.736965e+01,7.212188e-01,1.972815e+06,1.003140e+03,4.783508e+01,7.253728e-01,6.745113e-01,-1.894820e+00,-7.952264e-01,2.427557e+01,2.562429e+00,4.103356e+00,4.898663e-01,1.816266e+01,2.335379e+00,3.569582e+00,5.435187e-01,7.062106e-01,-2.363153e+00,-3.211592e-01,
400, 4.482943e+02, 4.482943e+02, 0.000000e+00,1.003993e+06,7.571453e+02,3.733739e+01,8.447276e-01,1.166401e+06,7.986047e+02,3.344692e+01,8.376303e-01,1.001043e+00,-2.243033e+00,-4.513716e-01,2.426608e+01,2.561697e+00,4.102267e+00,4.900659e-01,1.815794e+01,2.334728e+00,3.568674e+00,5.436373e-01,7.063786e-01,-2.365387e+00,-3.220091e-01,
410, -2.258905e+02, -2.258905e+02, 0.000000e+00,4.488533e+05,4.805833e+02,1.823552e+01,9.305826e-01,4.468414e+05,4.788347e+02,1.679426e+01,9.377971e-01,1.360590e+00,-2.567639e+00,-1.359068e-01,2.425467e+01,2.560965e+00,4.101171e+00,4.903055e-01,1.815170e+01,2.333853e+00,3.567474e+00,5.437940e-01,7.065897e-01,-2.367404e+00,-3.229996e-01,
420, -6.580764e+02, -6.580764e+02, 0.000000e+00,2.619547e+05,3.745575e+02,1.319941e+01,9.594874e-01,2.239648e+05,3.446032e+02,1.171721e+01,9.688228e-01,1.714054e+00,-2.779152e+00,4.114378e-02,2.423726e+01,2.560230e+00,4.100013e+00,4.906714e-01,1.814118e+01,2.332391e+00,3.565497e+00,5.440586e-01,7.069110e-01,-2.369505e+00,-3.243035e-01,
430, -9.660868e+02, -9.660868e+02, 0.000000e+00,2.694414e+05,3.817340e+02,1.361468e+01,9.583296e-01,2.330030e+05,3.519076e+02,1.185840e+01,9.675646e-01,2.036828e+00,-2.851595e+00,6.695335e-02,2.418851e+01,2.558908e+00,4.097666e+00,4.916960e-01,1.810930e+01,2.328221e+00,3.559938e+00,5.448597e-01,7.076348e-01,-2.372982e+00,-3.261875e-01,
440, -1.227445e+03, -1.227445e+03, 0.000000e+00,2.462446e+05,3.653269e+02,1.277290e+01,9.619171e-01,2.007215e+05,3.273735e+02,1.075868e+01,9.720584e-01,2.317953e+00,-2.887062e+00,4.066348e-02,2.373383e+01,2.536458e+00,4.064462e+00,5.012508e-01,1.756402e+01,2.272060e+00,3.483921e+00,5.585643e-01,7.145409e-01,-2.400764e+00,-3.176613e-01,
450, -1.476489e+03, -1.476489e+03, 0.000000e+00,2.209372e+05,3.442234e+02,1.220792e+01,9.658310e-01,1.725741e+05,3.025421e+02,1.003754e+01,9.759767e-01,2.562342e+00,-2.907113e+00,-1.104051e-02,2.386652e+01,2.481566e+00,4.009069e+00,4.984623e-01,1.574346e+01,2.112546e+00,3.263212e+00,6.043204e-01,7.587015e-01,-2.513221e+00,-3.310035e-01,
460, -1.495937e+03, -1.495937e+03, 0.000000e+00,2.023498e+05,3.269552e+02,1.119439e+01,9.687056e-01,1.542974e+05,2.846146e+02,9.146445e+00,9.785209e-01,2.777750e+00,-2.918732e+00,-7.470141e-02,2.648449e+01,2.799540e+00,4.470534e+00,4.434474e-01,1.859676e+01,2.421668e+00,3.718686e+00,5.326084e-01,8.188321e-01,-2.687653e+00,-4.037741e-01,
470, -1.801601e+03, -1.801601e+03, 0.000000e+00,1.971674e+05,3.220988e+02,1.092879e+01,9.695071e-01,1.445631e+05,2.746104e+02,8.852785e+00,9.798760e-01,2.959564e+00,-3.000083e+00,-8.645388e-02,2.064366e+01,2.334001e+00,3.759839e+00,5.661883e-01,1.440591e+01,2.051440e+00,3.162492e+00,6.379370e-01,7.266357e-01,-2.944899e+00,-3.604975e-01,
480, -1.953584e+03, -1.953584e+03, 0.000000e+00,1.866883e+05,3.131957e+02,9.807280e+00,9.711277e-01,1.362464e+05,2.653125e+02,7.976222e+00,9.810337e-01,3.119494e+00,-3.058712e+00,-1.150653e-01,1.860938e+01,2.359041e+00,3.714916e+00,6.089373e-01,1.238661e+01,1.919702e+00,2.951685e+00,6.886878e-01,9.005221e-01,-3.176229e+00,-2.480063e-01,
490, -2.304244e+03, -2.304244e+03, 0.000000e+00,1.805285e+05,3.072425e+02,9.785827e+00,9.720804e-01,1.300479e+05,2.587017e+02,7.807437e+00,9.818966e-01,3.264405e+00,-3.090714e+00,-1.587910e-01,1.341887e+01,1.804942e+00,2.882651e+00,7.180121e-01,7.690079e+00,1.459880e+00,2.243578e+00,8.067256e-01,1.190068e+00,-3.468717e+00,-5.213584e-02,
