real,pre
77.4,78.93799999999986
73.2,76.86050000000019
78.2,78.89050000000029
73.0,76.3725000000002
73.0,74.73899999999986
70.3,66.71000000000008
68.8,71.3254999999999
72.1,74.70150000000012
72.4,75.48100000000017
79.0,81.57199999999986
80.1,82.32449999999979
78.2,81.0924999999998
72.2,77.30700000000007
79.1,79.32949999999987
76.4,79.65050000000011
75.2,81.61400000000003
75.5,79.94999999999983
71.0,75.6054999999999
74.8,76.08649999999983
75.4,77.70299999999979
72.8,76.00049999999992
68.3,73.04299999999984
70.9,73.41350000000014
65.6,71.94800000000008
66.5,69.70150000000004
68.2,70.99050000000015
66.0,70.06700000000005
66.6,68.89449999999991
61.8,65.61700000000012
72.7,70.11150000000006
64.5,69.73200000000003
70.0,71.53500000000014
69.2,71.22350000000002
62.9,67.26999999999987
62.6,65.27149999999997
67.0,68.41900000000007
70.5,71.29999999999993
69.1,70.96000000000018
68.5,70.69050000000023
64.8,70.58800000000025
62.8,66.93900000000022
66.0,67.87700000000021
71.6,73.0024999999999
68.3,71.61200000000008
71.1,72.48199999999987
72.1,72.06999999999977
68.7,71.86949999999977
73.4,73.84200000000006
68.2,70.88899999999991
71.2,72.54900000000012
67.0,70.9185000000002
68.7,70.7160000000001
67.9,70.76250000000017
69.0,70.71700000000024
67.3,71.4605000000002
73.0,74.67899999999995
68.9,72.32300000000008
72.5,74.58849999999993
74.1,76.45700000000015
68.0,73.7230000000002
74.8,75.3264999999999
70.1,73.38899999999994
74.1,75.32949999999981
70.7,74.05849999999978
69.8,73.67849999999993
75.5,76.22649999999997
73.4,76.47299999999983
74.4,76.42849999999979
68.3,72.90449999999991
68.7,72.36699999999979
73.9,75.55299999999974
69.6,73.27749999999978
74.9,75.37250000000009
73.8,76.28600000000009
74.0,76.03100000000015
71.8,74.67549999999989
68.7,72.20999999999981
73.0,73.55850000000008
64.8,68.88900000000004
68.7,69.2235
62.3,65.43399999999986
67.3,67.17749999999978
68.7,68.99249999999978
65.1,67.88349999999977
69.1,69.35249999999995
66.6,67.88400000000019
64.2,66.9275000000002
65.6,66.78349999999996
64.4,66.47450000000012
70.3,68.74050000000017
69.3,68.18799999999993
64.4,66.69099999999999
71.2,69.73300000000013
72.2,70.95299999999986
66.6,68.2274999999998
74.0,71.9604999999998
67.9,68.74550000000008
67.5,67.63499999999995
69.6,68.49450000000007
68.7,68.41700000000019
73.9,71.77049999999987
73.9,73.00599999999982
68.9,69.88000000000008
74.1,72.44499999999987
69.5,70.9549999999998
69.5,70.24800000000006
74.7,73.2250000000002
76.3,75.27250000000006
69.8,72.24649999999983
75.7,74.3554999999999
70.9,72.99549999999984
71.2,72.89949999999995
72.2,73.5805000000002
76.6,76.10900000000025
76.8,77.39200000000022
72.2,74.86749999999995
69.9,72.49000000000015
71.9,73.01800000000023
77.8,77.20150000000022
79.5,79.32149999999987
72.6,76.46099999999979
77.9,78.43350000000008
77.4,79.2015000000002
73.9,76.59299999999989
73.7,75.18299999999981
76.4,77.7945000000001
74.0,76.65600000000023
74.5,76.03100000000025
77.5,77.43050000000027
73.3,76.43700000000024
77.9,78.18600000000004
76.4,75.05149999999988
69.4,68.39150000000012
70.3,70.23449999999991
77.8,75.82949999999978
71.6,74.18849999999992
77.1,76.8544999999998
78.1,78.23450000000004
78.0,77.81599999999989
70.6,73.5309999999998
74.4,74.34150000000008
72.1,72.83700000000017
68.4,71.57749999999996
69.6,72.20200000000014
66.0,70.1220000000002
73.5,71.28100000000006
67.2,71.2940000000002
72.8,74.33550000000025
68.2,71.94850000000021
66.5,69.80899999999995
71.2,70.54400000000014
69.5,69.7295000000002
66.6,67.91900000000011
69.6,69.83700000000017
67.3,69.46500000000019
70.2,71.20600000000005
75.2,74.21649999999983
73.3,74.11999999999978
73.4,73.94049999999979
73.1,74.07299999999992
72.2,72.96149999999982
68.1,70.49599999999978
73.9,74.03499999999981
73.7,75.43700000000011
73.0,73.93600000000009
67.0,69.17650000000013
69.0,69.05599999999986
67.5,68.87849999999976
73.4,72.36399999999979
72.2,72.7440000000001
65.7,69.36500000000007
71.8,71.81950000000019
66.2,69.66850000000018
67.7,69.20149999999998
67.3,68.10249999999995
65.1,67.26299999999988
66.8,67.6960000000001
67.2,69.15350000000018
72.3,72.21700000000007
65.2,69.10750000000014
70.5,69.90899999999993
72.3,71.43900000000015
72.8,72.09449999999991
66.6,69.38899999999984
74.0,72.88850000000005
75.2,75.62699999999994
71.1,73.06400000000014
74.2,73.7435000000001
76.1,75.82650000000018
75.7,75.48149999999993
70.2,73.08749999999988
76.4,75.68250000000012
77.5,76.82150000000006
70.2,72.94649999999987
75.3,74.49550000000013
75.4,74.85100000000025
74.9,74.77900000000021
70.7,71.49549999999994
67.4,69.41050000000007
66.2,68.9619999999999
67.8,68.94850000000007
67.9,69.8019999999999
70.9,72.20099999999984
70.8,71.89350000000015
70.7,71.49200000000023
75.0,74.02450000000024
75.7,75.11450000000018
75.3,75.32249999999988
75.2,75.63800000000012
76.5,75.79150000000004
70.0,72.44749999999988
68.8,71.1880000000001
75.5,74.45800000000023
74.5,75.18700000000021
69.8,72.73049999999992
69.5,72.46399999999984
75.9,75.4180000000001
76.5,76.62399999999995
71.3,74.0460000000001
70.4,73.23650000000015
76.5,76.22749999999989
72.8,74.93399999999974
72.4,73.9864999999998
72.4,73.76650000000006
72.6,74.24600000000005
71.7,74.25400000000015
77.3,77.61250000000001
77.6,78.14599999999983
73.0,75.38449999999983
73.1,74.59200000000008
72.6,74.42399999999991
72.5,74.81400000000014
77.0,77.24949999999993
72.6,75.57700000000014
72.4,74.2175000000002
73.1,74.74150000000003
73.4,75.34699999999987
73.2,75.64900000000009
78.2,79.10500000000003
78.6,80.09599999999983
72.1,77.54349999999977
79.5,79.68749999999976
78.1,80.06699999999996
77.1,79.64100000000019
73.5,75.97150000000023
79.3,78.6385000000002
74.1,77.26699999999985
79.0,79.43599999999977
78.3,79.49250000000012
72.8,76.68350000000017
75.1,76.06199999999991
73.1,75.93950000000011
78.9,78.94050000000021
77.8,79.05000000000027
73.6,76.77200000000026
78.2,78.54350000000008
78.0,78.32350000000004
72.1,76.18900000000014
73.7,75.34399999999991
73.6,75.23300000000008
73.7,75.99950000000024
79.7,79.4440000000002
78.7,80.73899999999992
78.2,80.96300000000008
78.6,80.36649999999993
73.9,76.65500000000016
73.7,75.57800000000003
72.9,74.84749999999987
72.4,75.42349999999998
77.7,77.95300000000012
73.3,77.11499999999988
72.7,75.82599999999977
78.7,79.28249999999974
74.7,77.64699999999989
77.0,78.46349999999981
72.7,76.5089999999999
74.9,77.2684999999998
78.4,79.9249999999999
78.8,80.4739999999998
73.1,77.20849999999994
73.0,75.45750000000015
78.6,78.3510000000002
72.7,76.28950000000003
74.6,76.35199999999988
73.0,75.69949999999993
72.9,75.57899999999987
76.6,78.19500000000014
77.4,79.56300000000019
